Lintang,Bujur,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,Unix,Date
-2.9831,104.7527,1228.33,9.83,19.36,15.56,11.8,43.24,53.66,7.35,"1,698,714,000.00",2023-10-31
-2.9831,104.7527,1081.47,5.76,19.02,42.92,11.21,35.05,43.85,7.41,"1,698,717,600.00",2023-10-31
-2.9831,104.7527,801.09,2.15,12.85,85.12,9.54,28.66,35.99,6.59,"1,698,721,200.00",2023-10-31
-2.9831,104.7527,600.81,0.99,8.14,105.86,9.06,24.43,29.64,4.69,"1,698,724,800.00",2023-10-31
-2.9831,104.7527,594.14,0.89,9,100.14,10.01,24.04,28.13,3.7,"1,698,728,400.00",2023-10-31
-2.9831,104.7527,567.44,0.71,8.91,68.66,7.99,18.78,21.51,2.28,"1,698,732,000.00",2023-10-31
-2.9831,104.7527,554.08,0.57,9.68,47.92,7.57,13.41,15.35,1.85,"1,698,735,600.00",2023-10-31
-2.9831,104.7527,540.73,0.47,10.45,45.78,8.7,9.88,11.5,1.95,"1,698,739,200.00",2023-10-31
-2.9831,104.7527,527.38,0.28,11.31,44.35,9.42,7.6,9.04,2.12,"1,698,742,800.00",2023-10-31
-2.9831,104.7527,961.3,0.35,24.33,24.32,10.97,13.33,15.94,4.94,"1,698,746,400.00",2023-10-31
-2.9831,104.7527,1682.28,5.59,36.67,2.86,13.47,26.26,31.14,7.6,"1,698,750,000.00",2023-10-31
-2.9831,104.7527,2269.74,17.66,32.9,0.05,15.5,43.57,51.3,9.75,"1,698,753,600.00",2023-10-31
-2.9831,104.7527,2403.26,23.25,26.73,0,15.02,56.32,66.71,9.88,"1,698,757,200.00",2023-10-31
-2.9831,104.7527,2563.48,28.16,22.96,0,14.42,70.7,82.48,8.11,"1,698,760,800.00",2023-10-31
-2.9831,104.7527,2643.59,27.72,26.05,0,13.59,81.29,91.79,6.4,"1,698,764,400.00",2023-10-31
-2.9831,104.7527,2216.34,15.87,31.87,0.02,10.85,68.45,75.86,4.43,"1,698,768,000.00",2023-10-31
-2.9831,104.7527,1762.39,9.72,28.45,0.09,7.87,53.24,58.97,2.88,"1,698,771,600.00",2023-10-31
-2.9831,104.7527,1281.74,4.69,22.96,0.49,5.9,37.03,41.08,2.09,"1,698,775,200.00",2023-10-31
-2.9831,104.7527,841.14,0.73,16.62,4.92,4.77,23.01,25.69,1.82,"1,698,778,800.00",2023-10-31
-2.9831,104.7527,680.92,0.28,11.82,7.06,4.47,19.62,22.1,2.12,"1,698,782,400.00",2023-10-31
-2.9831,104.7527,647.54,0.37,10.88,6.35,4.95,20.66,23.26,2.69,"1,698,786,000.00",2023-10-31
-2.9831,104.7527,660.9,0.64,12,4.6,5.9,22.67,25.48,3.17,"1,698,789,600.00",2023-10-31
-2.9831,104.7527,694.27,1.06,12.85,3.44,6.79,24.47,27.63,3.32,"1,698,793,200.00",2023-10-31
